id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
20,497,0,224,15,33,10.5,229.5,0.9741604328155518,0.9919999837875366,0,0,672,544
21,24966,95,4,237,236,283.5,76.5,0.9731377363204956,0.9183173179626465,0,0,672,544
22,1522,398,3,101,33,409.5,25.5,0.9727252125740051,0.9491307139396667,0,0,672,544
23,15129,15,205,286,110,115.5,246.5,0.9714795351028442,0.9455094933509827,0,0,672,544
24,4830,140,205,48,110,178.5,263.5,0.9705548882484436,0.9586642384529114,0,0,672,544
25,3039,381,295,290,181,619.5,433.5,0.9700561761856079,0.9728330969810486,0,0,672,544
26,514,394,134,36,51,409.5,161.5,0.9682788252830505,0.9751434326171875,0,0,672,544
27,1536,36,295,92,25,73.5,314.5,0.9678764939308167,0.9781631231307983,0,0,672,544
28,345,80,313,36,13,115.5,314.5,0.9675424098968506,0.9942362904548645,0,0,672,544
29,133,362,64,10,12,367.5,76.5,0.9641316533088684,0.9925373196601868,0,0,672,544
30,3181,561,301,71,57,577.5,348.5,0.9633432626724243,0.9751706719398499,0,0,672,544
31,3103,568,14,103,46,577.5,42.5,0.962434709072113,0.9736424088478088,0,0,672,544
32,1575,0,283,125,15,52.5,297.5,0.961344301700592,0.9680451154708862,0,0,672,544
33,6359,345,4,48,234,367.5,144.5,0.956641674041748,0.9537989497184753,0,0,672,544
34,631,285,206,47,16,325.5,212.5,0.956197202205658,0.925076425075531,0,0,672,544
35,287,0,317,25,18,10.5,331.5,0.9553039073944092,0.9693877696990967,0,0,672,544
36,536,611,137,60,27,619.5,161.5,0.9541615843772888,0.9906890392303467,0,0,672,544
37,5744,188,217,112,89,199.5,229.5,0.9525450468063354,0.9637172818183899,0,0,672,544
38,891,299,391,37,33,325.5,399.5,0.9523617625236511,0.9735682606697083,0,0,672,544
39,89,359,90,9,9,367.5,93.5,0.9518936276435852,0.9780219793319702,0,0,672,544
40,605,0,131,45,26,31.5,144.5,0.9517275094985962,0.9707792401313782,0,0,672,544
41,325,360,196,24,13,367.5,195.5,0.9506500363349915,0.9938650131225586,0,0,672,544
42,394,427,287,23,19,430.5,297.5,0.9501808285713196,0.9848484992980957,0,0,672,544
43,647,431,3,26,76,451.5,42.5,0.9499737620353699,0.981679379940033,0,0,672,544
44,1249,299,41,48,29,346.5,59.5,0.948684811592102,0.9809372425079346,0,0,672,544
45,703,625,87,46,27,661.5,93.5,0.9484740495681763,0.9707927703857422,0,0,672,544
46,246,269,193,56,5,304.5,195.5,0.9460762143135071,0.9797570705413818,0,0,672,544
47,204,356,210,14,19,367.5,212.5,0.9457056522369385,0.9804878234863281,0,0,672,544
48,363,367,160,24,18,388.5,161.5,0.9441295862197876,0.9571045637130737,0,0,672,544
49,942,174,84,123,17,220.5,93.5,0.944097101688385,0.9706498980522156,0,0,672,544
50,168,73,188,12,15,73.5,195.5,0.9438547492027283,0.970588207244873,0,0,672,544
51,1252,72,208,67,100,136.5,297.5,0.9434996843338013,0.9272030591964722,0,0,672,544
52,355,361,258,19,23,367.5,263.5,0.9429017305374146,0.9749303460121155,0,0,672,544
53,661,296,79,28,109,304.5,110.5,0.9426595568656921,0.9424778819084167,0,0,672,544
54,2825,531,235,140,31,535.5,263.5,0.9426254034042358,0.9534000754356384,0,0,672,544
55,540,181,150,53,13,199.5,161.5,0.9425867199897766,0.9853211045265198,0,0,672,544
56,632,171,191,65,22,199.5,212.5,0.9420406818389893,0.9243570566177368,0,0,672,544
57,391,318,144,28,14,325.5,144.5,0.9412410259246826,0.9773869514465332,0,0,672,544
58,1384,376,99,68,77,409.5,144.5,0.9408895969390869,0.9297635555267334,0,0,672,544
59,483,389,242,14,33,388.5,263.5,0.9407305717468262,0.9876288771629333,0,0,672,544
60,308,27,228,28,16,31.5,229.5,0.9403221607208252,0.9807692170143127,0,0,672,544
61,1854,0,155,126,23,94.5,161.5,0.9399305582046509,0.9597244262695312,0,0,672,544
62,1293,517,188,151,46,661.5,195.5,0.9387949705123901,0.9560938477516174,0,0,672,544
63,1193,310,107,36,49,325.5,110.5,0.9383204579353333,0.9768595099449158,0,0,672,544
64,244,115,186,37,11,136.5,195.5,0.9378098249435425,0.9674796462059021,0,0,672,544
65,1105,0,321,177,53,31.5,365.5,0.9370293021202087,0.9573712348937988,0,0,672,544
66,72,173,293,11,6,178.5,297.5,0.9369213581085205,0.9726027250289917,0,0,672,544
67,219,50,19,5,44,52.5,59.5,0.9365820288658142,0.9864253401756287,0,0,672,544
68,828,463,125,144,30,598.5,144.5,0.9323720932006836,0.9598582983016968,0,0,672,544
69,1763,131,82,85,63,157.5,110.5,0.9311671257019043,0.9477159976959229,0,0,672,544
70,6389,90,15,581,67,430.5,42.5,0.9290447235107422,0.9128413796424866,0,0,672,544
71,1261,586,399,85,51,619.5,416.5,0.9269425272941589,0.9716981053352356,0,0,672,544
72,678,515,166,99,40,577.5,178.5,0.9268051981925964,0.9426934123039246,0,0,672,544
73,584,301,68,46,16,325.5,76.5,0.9266248941421509,0.9663299918174744,0,0,672,544
74,511,92,84,46,14,115.5,93.5,0.9263976812362671,0.963391125202179,0,0,672,544
75,31,659,226,4,6,661.5,229.5,0.9237788915634155,1.0,0,0,672,544
76,1557,272,4,52,187,304.5,110.5,0.9229891300201416,0.9388646483421326,0,0,672,544
77,1276,515,137,156,69,577.5,178.5,0.9220305681228638,0.9607993960380554,0,0,672,544
78,705,325,168,66,20,388.5,178.5,0.9220091104507446,0.9624999761581421,0,0,672,544
79,310,0,297,44,8,10.5,297.5,0.9214887022972107,0.9742765426635742,0,0,672,544
80,458,173,204,63,9,199.5,212.5,0.9205434918403625,0.9507494568824768,0,0,672,544
81,90,366,225,9,11,367.5,229.5,0.9196606874465942,0.9888888597488403,0,0,672,544
82,104,448,168,11,10,451.5,178.5,0.9190609455108643,0.9615384340286255,0,0,672,544
83,979,458,3,42,28,472.5,8.5,0.9179781675338745,0.9419862627983093,0,0,672,544
84,350,0,74,24,22,10.5,93.5,0.9175310730934143,0.9688385128974915,0,0,672,544
85,118,0,224,14,9,10.5,229.5,0.9148555994033813,0.9583333134651184,0,0,672,544
86,128,621,278,25,5,640.5,280.5,0.9140834808349609,1.0,0,0,672,544
87,234,135,279,9,40,136.5,314.5,0.9140540361404419,0.9139344096183777,0,0,672,544
88,991,260,343,27,47,262.5,365.5,0.9112615585327148,0.9528023600578308,0,0,672,544
89,2299,0,56,156,40,94.5,59.5,0.9106423854827881,0.9314550161361694,0,0,672,544
90,107,175,228,10,10,178.5,229.5,0.9102540612220764,0.9727272987365723,0,0,672,544
91,234,433,322,31,12,451.5,331.5,0.9087815284729004,0.9829787015914917,0,0,672,544
92,182,657,247,14,18,661.5,263.5,0.9072729349136353,0.9781420826911926,0,0,672,544
93,97,505,312,32,6,514.5,314.5,0.9044408798217773,0.9896907210350037,0,0,672,544
94,84,302,265,4,20,304.5,280.5,0.8992568254470825,0.9767441749572754,0,0,672,544
95,393,463,284,32,13,472.5,297.5,0.8951658606529236,0.9649122953414917,0,0,672,544
96,165,367,272,20,14,367.5,280.5,0.8951607942581177,0.9821428656578064,0,0,672,544
97,1057,462,284,91,14,472.5,297.5,0.8925182819366455,0.9430146813392639,0,0,672,544
98,416,328,262,31,19,346.5,263.5,0.8890076875686646,0.9328703880310059,0,0,672,544
99,110,98,325,23,8,115.5,331.5,0.8884017467498779,0.9732142686843872,0,0,672,544
100,287,454,106,30,33,472.5,110.5,0.8878902792930603,0.9627118706703186,0,0,672,544
101,138,319,267,8,15,325.5,280.5,0.8876103162765503,0.9856114983558655,0,0,672,544
102,618,475,60,79,8,535.5,59.5,0.886737048625946,0.926791250705719,0,0,672,544
103,1192,206,216,72,26,241.5,229.5,0.8840004205703735,0.9490968585014343,0,0,672,544
104,439,110,147,83,45,136.5,161.5,0.8815574049949646,0.96875,0,0,672,544
105,1169,654,244,17,83,661.5,280.5,0.8804617524147034,0.914004921913147,0,0,672,544
